"Valuation Date","Last Movement Date",Organization,"Last Material Receipt Date","Org Warehouse",Locator,"Item Category","Item No","C_UOM_ID","On Hand Qty","C_Currency_ID","Moving Average Price","Price Value","C_Currency_ID_To","Current Price","Price Value","AD_Client_ID"
"31-01-2023","25-11-2022","DP_AutoMotive","14-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)","QCNC-2684TPZZV",cm,"45,890",USD,"0.019","871.91",USD,"0.019","871.91","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","22-12-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)","QCNC-2753TPZZV",cm,"280,000",USD,"0.0069","1,932.0",USD,"0.0069","1,932.0","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","06-09-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",QPWBM1810TPZ1V,PCS,"32,844",USD,"0.2793","9,173.3292",USD,"0.2793","9,173.3292","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","17-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",QPWBM1830TPZ1V,PCS,"45,099",USD,"1.012","45,640.188",USD,"1.012","45,640.188","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","14-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",QPWBM1842TPZ1V,PCS,"7,982",USD,"0.3374","2,693.1268",USD,"0.3374","2,693.1268","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","10-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",QSWEG0539TPZZV,PCS,503,USD,"12.6879","6,382.0137",USD,"12.6879","6,382.0137","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","23-08-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",RUNTK6055TPZ2V,PCS,"1,940",USD,"5.8598","11,368.012",USD,"5.8598","11,368.012","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","12-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",RUNTK6200TPZ3V,PCS,318,USD,"19.211","6,109.098",USD,"19.211","6,109.098","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","12-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",RUNTK6266TPZZV,PCS,"3,473",USD,"7.0897","24,622.5281",USD,"7.0897","24,622.5281","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","09-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",SPAKG3814TPZ2V,SET,356,USD,"1.754","624.424",USD,"1.754","624.424","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","03-12-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",SPAKG4780TPZZV,PCS,77,USD,"8.2004","631.4308",USD,"8.2004","631.4308","SHARP Manufacturing Vietnam"
"31-01-2023","29-07-2022","DP_AutoMotive","05-09-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",SPAKT1453TPZZV,PCS,218,USD,"1.14","248.52",USD,"1.14","248.52","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","05-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",SSAKE0569TPZZV,PCS,78,USD,"0.76","59.28",USD,"0.76","59.28","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","10-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",TLABK2001TPZZV,PCS,570,USD,"0.0349","19.893",VND,"821.546","468,281.22","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","10-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",TLABN4057TPZZV,PCS,743,USD,"0.0141","10.4763",VND,"331.914","246,612.102","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","15-12-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",TLABN4069TPZZV,PCS,"5,725",USD,"0.0053","30.3425",VND,"124.762","714,262.45","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","03-12-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)",VHIHX8239BLT1V,PCS,"3,231",USD,"6.4511","20,843.5041",USD,"6.4511","20,843.5041","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","12-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)","VHIHX8678C+-1V",PCS,"28,551",USD,"0.6864","19,597.4064",USD,"0.6864","19,597.4064","SHARP Manufacturing Vietnam"
"31-01-2023","25-11-2022","DP_AutoMotive","05-01-2023","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Free parts)","VHIR69331B+-1V",PCS,"16,445",USD,"4.78","78,607.1",USD,"4.78","78,607.1","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_AutoMotive","05-12-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",YRESNZZL788CPV,g,"5,600",USD,"0.0819","458.64",USD,"0.0819","458.64","SHARP Manufacturing Vietnam"
"31-01-2023","29-07-2022","DP_AutoMotive","01-11-2022","DP01 Warehouse Exclude","PPN3001 Production process NG","Parts (Purchased parts)",YRESNZZP838CPV,g,60,USD,"7.72","463.2",USD,"7.72","463.2","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_AutoMotive","16-02-2022","DP01 Warehouse Exclude","PTT3001 Parts for technical trials(WH)","Parts (Free parts)",LANGK5523TPZ1V,PCS,550,USD,"5.93","3,261.5",USD,"5.93","3,261.5","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","01-02-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)",PSLDM0303TPZZV,PCS,"1,160",USD,"0.12","139.2",USD,"0.12","139.2","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","25-01-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)",PSLDM0304TPZZV,PCS,"1,369",USD,"0.88","1,204.72",USD,"0.88","1,204.72","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","01-02-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)",PSLDM0366TPZZV,PCS,"6,484",USD,"0.068","440.912",USD,"0.068","440.912","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","01-02-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)",PZETE5740TPZZV,PCS,"4,893",USD,"0.1107","541.6551",USD,"0.1107","541.6551","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","21-01-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)","QCNC-2072TPZZV",cm,"10,000",USD,"0.0043","43.0",USD,"0.0043","43.0","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","21-01-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)","QCNC-2243TPZZV",cm,"40,000",USD,"0.0038","152.0",USD,"0.0038","152.0","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","21-01-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)","QCNC-2524TPZZV",cm,"10,000",USD,"0.0114","114.0",USD,"0.0114","114.0","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","DP_PC","02-03-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)",YRESNZZL788CPV,g,"16,000",USD,"0.0819","1,310.4",USD,"0.0819","1,310.4","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","DP_PC","20-06-2022","DP02 Warehouse","MDP4001 Module process","Parts (Purchased parts)",YRESNZZP838CPV,g,210,USD,"7.72","1,621.2",USD,"7.72","1,621.2","SHARP Manufacturing Vietnam"
"31-01-2023","18-04-2022","DP_PC","18-04-2022","DP02 Warehouse","MTS4001 Material Stock","Parts (Purchased parts)","PDRY-0304TPZZV",PCS,"30,000",USD,"0.0335","1,005.0",VND,"788.59","23,657,700.0","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","01-02-2022","DP02 Warehouse","MTS4001 Material Stock","Parts (Purchased parts)",PTPEH3230TPZZV,PCS,"2,000",USD,"0.013","26.0",USD,"0.013","26.0","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","01-02-2022","DP02 Warehouse","MTS4001 Material Stock","Parts (Purchased parts)",SSAKH0626TPZZV,PCS,"16,000",USD,"0.0463","740.8",VND,"1,089.902","17,438,432.0","SHARP Manufacturing Vietnam"
"31-01-2023","12-04-2022","DP_PC","12-04-2022","DP02 Warehouse","MTS4001 Material Stock","Parts (Purchased parts)",TLABN3926TPZZV,PCS,"165,000",USD,"0.009","1,485.0",VND,"211.86","34,956,900.0","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_PC","11-02-2022","DP02 Warehouse","MTS4002 Material Stock Free","Parts (Free parts)",KLMPK3161TPZZV,PCS,"18,864",USD,"13.9802","263,722.4928",USD,"13.9802","263,722.4928","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_PC","20-01-2022","DP02 Warehouse","MTS4002 Material Stock Free","Parts (Free parts)",PFILV2672TPZZV,PCS,"9,246",USD,"3.1245","28,889.127",USD,"3.1245","28,889.127","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_PC","11-03-2022","DP02 Warehouse","MTS4002 Material Stock Free","Parts (Free parts)",PFILV2778TPZZV,PCS,"31,473",USD,"1.0606","33,380.2638",USD,"1.0606","33,380.2638","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_PC","12-02-2022","DP02 Warehouse","MTS4002 Material Stock Free","Parts (Free parts)",QPWBM1850TPZZV,PCS,"62,882",USD,"0.536","33,704.752",USD,"0.536","33,704.752","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_PC","12-02-2022","DP02 Warehouse","MTS4002 Material Stock Free","Parts (Free parts)",QPWBM1851TPZZV,PCS,"62,830",USD,"0.514","32,294.62",USD,"0.514","32,294.62","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_PC","08-02-2022","DP02 Warehouse","MTS4002 Material Stock Free","Parts (Free parts)",RUNTK6826TPZZV,PCS,365,USD,"8.465","3,089.725",USD,"8.465","3,089.725","SHARP Manufacturing Vietnam"
"31-01-2023","29-09-2022","DP_PC","12-04-2022","DP02 Warehouse","MTS4002 Material Stock Free","Parts (Free parts)","VHIEK77019D-1V",PCS,"44,603",USD,"0.881","39,295.243",USD,"0.881","39,295.243","SHARP Manufacturing Vietnam"
"31-01-2023","20-06-2022","DP_PC","21-01-2022","DP02 Warehouse Exclude","MTC4001 Material stock can not use","Parts (Purchased parts)","QCNC-2072TPZZV",cm,"200,000",USD,"0.0043","860.0",USD,"0.0043","860.0","SHARP Manufacturing Vietnam"
"31-01-2023","27-08-2022","DP_PC","21-01-2022","DP02 Warehouse Exclude","MTC4001 Material stock can not use","Parts (Purchased parts)","QCNC-2243TPZZV",cm,"270,000",USD,"0.0038","1,026.0",USD,"0.0038","1,026.0","SHARP Manufacturing Vietnam"
"31-01-2023","01-08-2022","DP_PC","21-01-2022","DP02 Warehouse Exclude","MTC4001 Material stock can not use","Parts (Purchased parts)","QCNC-2524TPZZV",cm,"255,000",USD,"0.0114","2,907.0",USD,"0.0114","2,907.0","SHARP Manufacturing Vietnam"
"31-01-2023","20-06-2022","DP_PC","07-04-2021","DP02 Warehouse Exclude","MTC4001 Material stock can not use","Parts (Purchased parts)","QCNC-2730TPZZV",cm,"120,000",USD,"0.0056","672.0",USD,"0.0056","672.0","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2022","DP_PC","11-02-2022","DP02 Warehouse Exclude","PPN4001 Production process NG","Parts (Free parts)",KLMPK3161TPZZV,PCS,6,USD,"13.9802","83.8812",USD,"13.9802","83.8812","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2022","DP_PC","20-01-2022","DP02 Warehouse Exclude","PPN4001 Production process NG","Parts (Free parts)",PFILV2672TPZZV,PCS,14,USD,"3.1245","43.743",USD,"3.1245","43.743","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2022","DP_PC","11-03-2022","DP02 Warehouse Exclude","PPN4001 Production process NG","Parts (Free parts)",PFILV2778TPZZV,PCS,17,USD,"1.0606","18.0302",USD,"1.0606","18.0302","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2022","DP_PC","12-02-2022","DP02 Warehouse Exclude","PPN4001 Production process NG","Parts (Free parts)",QPWBM1850TPZZV,PCS,150,USD,"0.536","80.4",USD,"0.536","80.4","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2022","DP_PC","12-02-2022","DP02 Warehouse Exclude","PPN4001 Production process NG","Parts (Free parts)",QPWBM1851TPZZV,PCS,150,USD,"0.514","77.1",USD,"0.514","77.1","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2022","DP_PC","08-02-2022","DP02 Warehouse Exclude","PPN4001 Production process NG","Parts (Free parts)",RUNTK6826TPZZV,PCS,25,USD,"8.465","211.625",USD,"8.465","211.625","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2022","DP_PC","12-04-2022","DP02 Warehouse Exclude","PPN4001 Production process NG","Parts (Free parts)","VHIEK77019D-1V",PCS,162,USD,"0.881","142.722",USD,"0.881","142.722","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","11-02-2022","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Free parts)",KLMPK3161TPZZV,PCS,57,USD,"13.9802","796.8714",USD,"13.9802","796.8714","SHARP Manufacturing Vietnam"
"31-01-2023","19-11-2020","DP_PC","31-07-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Free parts)",KLMPK3348TPZZV,PCS,150,USD,"18.037","2,705.55",USD,"18.037","2,705.55","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","18-04-2022","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)","PDRY-0304TPZZV",PCS,14,USD,"0.0335","0.469",VND,"788.59","11,040.26","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","20-01-2022","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Free parts)",PFILV2672TPZZV,PCS,150,USD,"3.1245","468.675",USD,"3.1245","468.675","SHARP Manufacturing Vietnam"
"31-01-2023","01-02-2022","DP_PC","11-03-2022","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Free parts)",PFILV2778TPZZV,PCS,150,USD,"1.0606","159.09",USD,"1.0606","159.09","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2020","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",PSHEM1143TPZZV,PCS,200,USD,"7.50","1,500.0",USD,"7.5","1,500.0","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",PSHEp1084TPZZV,PCS,200,USD,"0.48","96.0",USD,"0.48","96.0","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",PTPEH0058DPZZV,PCS,200,USD,"0.02","4.0",USD,"0.02","4.0","SHARP Manufacturing Vietnam"
"31-01-2023","26-02-2022","DP_PC","01-02-2022","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",PZETE5740TPZZV,PCS,400,USD,"0.1107","44.28",USD,"0.1107","44.28","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",PZETE5822TPZZV,PCS,600,USD,"0.23","138.0",USD,"0.23","138.0","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",PZETE5823TPZZV,PCS,200,USD,"0.27","54.0",USD,"0.27","54.0","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",PZETE5859TPZZV,PCS,400,USD,"0.02","8.0",USD,"0.02","8.0","SHARP Manufacturing Vietnam"
"31-01-2023","19-11-2020","DP_PC","13-08-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Free parts)",QPWBM1860TPZAV,PCS,300,USD,"0.716","214.8",USD,"0.716","214.8","SHARP Manufacturing Vietnam"
"31-01-2023","19-11-2020","DP_PC","13-08-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Free parts)",QPWBM1861TPZAV,PCS,300,USD,"0.716","214.8",USD,"0.716","214.8","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2020","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",SPAKG4651TPZZV,PCS,7,USD,"22.00","154.0",USD,"22.0","154.0","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2020","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",SPAKT1633TPZZV,PCS,112,USD,"15.50","1,736.0",USD,"15.5","1,736.0","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","30-07-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",SPAKT1634TPZZV,PCS,120,USD,"4.49","538.8",USD,"4.49","538.8","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2020","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",SSAKE0625TPZZV,PCS,7,USD,"6.00","42.0",USD,"6.0","42.0","SHARP Manufacturing Vietnam"
"31-01-2023","03-11-2020","DP_PC","03-11-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",SSAKH0670TPZZV,PCS,105,USD,"1.50","157.5",USD,"1.5","157.5","SHARP Manufacturing Vietnam"
"31-01-2023","27-04-2021","DP_PC","12-04-2022","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Purchased parts)",TLABN3926TPZZV,PCS,200,USD,"0.009","1.8",VND,"211.86","42,372.0","SHARP Manufacturing Vietnam"
"31-01-2023","19-11-2020","DP_PC","05-08-2020","DP02 Warehouse Exclude","PTT4001 Parts for technical trials(WH)","Parts (Free parts)","VHISH60205+-1V",PCS,600,USD,"0.756","453.6",USD,"0.756","453.6","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Free parts)","FJE09631-FVAA",PCS,"1,400",USD,"25.87","36,218.0",USD,"25.87","36,218.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)","PDRY-0330TPZZV",PCS,"1,000",USD,"0.28","280.0",USD,"0.28","280.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)","QCNC-2256TPZZV",cm,"300,000",USD,"0.0026","790.0",USD,"0.0026","790.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)","QCNC-2477TPZZV",cm,"200,000",USD,"0.0023","454.0",USD,"0.0023","454.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)","QCNC-2592TPZZV",cm,"300,000",USD,"0.0021","625.0",USD,"0.0021","625.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Free parts)",QCNWN3006TPZZ,PCS,"3,600",USD,"0.09","324.0",USD,"0.09","324.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Free parts)",RUNTK6443TPMA,PCS,"1,803",USD,"5.17","9,321.51",USD,"5.17","9,321.51","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Free parts)",RUNTK6444TPMZ,PCS,"2,950",USD,"1.43","4,218.5",USD,"1.43","4,218.5","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)",SPAKG4706TP61V,PCS,"1,000",USD,"2.98","2,980.0",USD,"2.98","2,980.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)",SPAKG4755TP20V,PCS,66,USD,"29.90","1,973.4",USD,"29.9","1,973.4","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)",SPAKG4755TP21V,PCS,50,USD,"13.90","695.0",USD,"13.9","695.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Purchased parts)",SPAKG4755TP80V,PCS,"2,400",USD,"0.37","888.0",USD,"0.37","888.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Free parts)","VHIEK353548-5V",PCS,"14,268",USD,"0.3306","4,717.0008",USD,"0.3306","4,717.0008","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MDP8001 Module process","Parts (Free parts)","VHIEK752876-5V",PCS,"25,569",USD,"0.5798","14,824.9062",USD,"0.5798","14,824.9062","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)","QCNC-2256TPZZV",cm,"1,920,000",USD,"0.0026","5,055.9999",USD,"0.0026","5,055.9999","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)","QCNC-2477TPZZV",cm,"1,420,000",USD,"0.0023","3,223.4",USD,"0.0023","3,223.4","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)","QCNC-2592TPZZV",cm,"270,000",USD,"0.0021","562.5",USD,"0.0021","562.5","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)",SPAKG3788TP77V,PCS,80,USD,"5.80","464.0",USD,"5.8","464.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)",SPAKG4755TP10V,PCS,40,USD,"2.86","114.4",USD,"2.86","114.4","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)",SPAKG4755TP20V,PCS,234,USD,"29.90","6,996.6",USD,"29.9","6,996.6","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)",SPAKG4755TP80V,PCS,"6,000",USD,"0.37","2,220.0",USD,"0.37","2,220.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8001 Material Stock","Parts (Purchased parts)",TLABK2002TPZZV,PCS,"1,000",USD,"0.027","27.0",USD,"0.027","27.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8002 Material Stock Free","Parts (Free parts)","FJE09631-FVAA",PCS,"17,500",USD,"25.87","452,725.0",USD,"25.87","452,725.0","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8002 Material Stock Free","Parts (Free parts)","VHIEK353548-5V",PCS,"47,824",USD,"0.3306","15,810.6144",USD,"0.3306","15,810.6144","SHARP Manufacturing Vietnam"
"31-01-2023",,"DP_Monitor",,"DP03 Warehouse","MTS8002 Material Stock Free","Parts (Free parts)","VHIEK752876-5V",PCS,"138,399",USD,"0.5798","80,243.7402",USD,"0.5798","80,243.7402","SHARP Manufacturing Vietnam"
"31-01-2023","24-10-2022","SAS_AirCleaner","21-04-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","CACC-A025KKEZ",PCS,482,USD,"1.8051","870.0582",USD,"1.8051","870.0582","SHARP Manufacturing Vietnam"
"31-01-2023","16-12-2022","SAS_AirCleaner","07-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","CACC-A026KKEZ",PCS,"1,112",USD,"1.5732","1,749.3984",USD,"1.5732","1,749.3984","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","28-07-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","CACC-A027KKEZ",PCS,774,USD,"1.39","1,075.86",USD,"1.39","1,075.86","SHARP Manufacturing Vietnam"
"31-01-2023","12-12-2022","SAS_AirCleaner","28-07-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","CACC-A028KKEZ",PCS,900,USD,"2.338","2,104.2",USD,"2.338","2,104.2","SHARP Manufacturing Vietnam"
"31-01-2023","01-10-2022","SAS_AirCleaner","01-10-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","CACC-A030KKEZ",PCS,"1,000",USD,"1.37","1,370.0",USD,"1.37","1,370.0","SHARP Manufacturing Vietnam"
"31-01-2023","07-01-2023","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","CACC-A031KKEZ",PCS,"1,700",USD,"2.12","3,604.0",USD,"2.12","3,604.0","SHARP Manufacturing Vietnam"
"31-01-2023","30-10-2020","SAS_AirCleaner","30-10-2020","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",CACCJA144KKEZ,PCS,"1,000",USD,"1.404","1,404.0",USD,"1.404","1,404.0","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",CACCJA146KKEZ,PCS,"9,203",USD,"1.1724","10,789.5972",USD,"1.1724","10,789.5972","SHARP Manufacturing Vietnam"
