"Valuation Date","Last Movement Date",Organization,"Last Material Receipt Date","Org Warehouse",Locator,"Item Category","Item No","C_UOM_ID","On Hand Qty","C_Currency_ID","Moving Average Price","Price Value","C_Currency_ID_To","Current Price","Price Value","AD_Client_ID"
"31-01-2023","09-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A354KKFA",PCS,262,USD,"0.2476","64.8712",USD,"0.2476","64.8712","SHARP Manufacturing Vietnam"
"31-01-2023","10-01-2023","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A354KKFB",PCS,159,USD,"0.2507","39.8613",USD,"0.2507","39.8613","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","03-11-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A358KKFA",PCS,23,USD,"0.4007","9.2161",USD,"0.4007","9.2161","SHARP Manufacturing Vietnam"
"31-01-2023","15-01-2023","SAS_AirCleaner","03-11-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A358KKFB",PCS,38,USD,"0.4436","16.8568",USD,"0.4436","16.8568","SHARP Manufacturing Vietnam"
"31-01-2023","30-06-2022","SAS_AirCleaner","01-09-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A358KKFC",PCS,35,USD,"0.434","15.19",USD,"0.434","15.19","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","09-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A358KKFD",PCS,1,USD,"0.3537","0.3537",USD,"0.3537","0.3537","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A362KKTA",PCS,8,USD,"1.0038","8.0304",USD,"1.0038","8.0304","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A363KKMA",PCS,2,USD,"2.7097","5.4194",USD,"2.7097","5.4194","SHARP Manufacturing Vietnam"
"31-01-2023","30-06-2022","SAS_AirCleaner","19-04-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Non Purchase parts)","MLOV-A364KKFA",PCS,72,USD,"0.879","63.288",VND,"20,691.66","1,489,799.52","SHARP Manufacturing Vietnam"
"31-01-2023","30-06-2022","SAS_AirCleaner","14-02-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Non Purchase goods)","MLOV-A364KKFB",PCS,231,USD,"0.9809","226.5879",VND,"23,090.386","5,333,879.166","SHARP Manufacturing Vietnam"
"31-01-2023","30-06-2022","SAS_AirCleaner","19-04-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Non Purchase parts)","MLOV-A365KKFA",PCS,28,USD,"0.8281","23.1868",VND,"19,493.474","545,817.272","SHARP Manufacturing Vietnam"
"31-01-2023","30-06-2022","SAS_AirCleaner","19-04-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Non Purchase parts)","MLOV-A365KKFB",PCS,4,USD,"0.8612","3.4448",VND,"20,272.648","81,090.592","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","16-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A367KKFA",PCS,587,USD,"0.2538","148.9806",USD,"0.2538","148.9806","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","14-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A371KKFA",PCS,14,USD,"0.4466","6.2524",VND,"10,512.964","147,181.496","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A373KKFA",PCS,360,USD,"0.589","212.04",USD,"0.589","212.04","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","16-12-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Non Purchase goods)","MLOV-A374KKFA",PCS,61,USD,"1.6366","99.8326",VND,"38,525.564","2,350,059.404","SHARP Manufacturing Vietnam"
"31-01-2023","30-06-2022","SAS_AirCleaner","23-12-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Non Purchase goods)","MLOV-A375KKFA",PCS,7,USD,"1.7058","11.9406",VND,"40,154.532","281,081.724","SHARP Manufacturing Vietnam"
"31-01-2023","30-06-2022","SAS_AirCleaner","16-12-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Non Purchase goods)","MLOV-A376KKMA",PCS,24,USD,"2.9547","70.9128",VND,"69,553.638","1,669,287.312","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A377KKFA",PCS,1,USD,"1.0893","1.0893",VND,"25,642.122","25,642.122","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A378KKFA",PCS,1,USD,"0.2365","0.2365",VND,"5,567.21","5,567.21","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A379KKFA",PCS,360,USD,"0.22","79.2",USD,"0.22","79.2","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","27-07-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","MLOV-A380KKFA",PCS,6,USD,"0.93","5.58",USD,"0.93","5.58","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","27-07-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","MLOV-A381KKFA",PCS,1,USD,"0.867","0.867",USD,"0.867","0.867","SHARP Manufacturing Vietnam"
"31-01-2023","07-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A382KKFA",PCS,378,USD,"0.3606","136.3068",USD,"0.3606","136.3068","SHARP Manufacturing Vietnam"
"31-01-2023","07-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","MLOV-A383KKFA",PCS,369,USD,"0.4526","167.0094",USD,"0.4526","167.0094","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA084KKEZ,PCS,"4,865",USD,"0.0065","31.6225",VND,"153.01","744,393.65","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","02-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA085KKEZ,PCS,"6,206",USD,"0.0118","73.2308",VND,"277.772","1,723,853.032","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA087KKEZ,PCS,"4,445",USD,"0.727","3,231.515",USD,"0.727","3,231.515","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","02-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA088KKEZ,PCS,"6,167",USD,"0.0097","59.8199",VND,"228.338","1,408,160.446","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","02-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA089KKEZ,PCS,"3,920",USD,"0.0102","39.984",VND,"240.108","941,223.36","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA092KKEZ,PCS,"16,315",USD,"0.0095","154.9925",VND,"223.63","3,648,523.45","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA093KKEZ,PCS,"16,870",USD,"0.0055","92.785",VND,"129.47","2,184,158.9","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","02-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",MSPRCA094KKEZ,PCS,"2,746",USD,"0.022","60.412",VND,"517.88","1,422,098.48","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NFANSA013KKFA,PCS,"23,625",USD,"1.7998","42,520.275",USD,"1.7998","42,520.275","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","14-11-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NFANSA019KKFA,PCS,954,USD,"2.1196","2,022.0984",USD,"2.1196","2,022.0984","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","24-09-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NFANSA062KKFA,PCS,"2,175",USD,"3.90","8,482.5",USD,"3.9","8,482.5","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NFANSA073KKFA,PCS,"4,692",USD,"2.3905","11,216.226",USD,"2.3905","11,216.226","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","03-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NFANSA078KKFA,PCS,"8,835",USD,"2.6036","23,002.806",USD,"2.6036","23,002.806","SHARP Manufacturing Vietnam"
"31-01-2023","12-09-2022","SAS_AirCleaner","19-07-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)",NFANSA080KKFA,PCS,637,USD,"5.11","3,255.07",USD,"5.11","3,255.07","SHARP Manufacturing Vietnam"
"31-01-2023","07-01-2023","SAS_AirCleaner","12-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NFANSA081KKFA,PCS,"8,086",USD,"2.5622","20,717.9492",USD,"2.5622","20,717.9492","SHARP Manufacturing Vietnam"
"31-01-2023","16-12-2022","SAS_AirCleaner","26-11-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NFANSA082KKFA,PCS,"1,265",USD,"3.74","4,731.1",USD,"3.74","4,731.1","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","NGER-A076KKFZ",PCS,6,USD,"0.0292","0.1752",VND,"687.368","4,124.208","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","NGER-A077KKFZ",PCS,"1,252",USD,"0.0472","59.0944",USD,"0.0472","59.0944","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","11-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NGERHA045KKFZ,PCS,373,USD,"0.1914","71.3922",USD,"0.1914","71.3922","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NGERHA046KKFZ,PCS,"6,779",USD,"0.1384","938.2136",VND,"3,257.936","22,085,548.144","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","11-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",NGERHA047KKFZ,PCS,"1,171",USD,"0.0911","106.6781",USD,"0.0911","106.6781","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","11-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","NSFT-A039KKFA",PCS,"3,689",USD,"0.0525","193.6725",USD,"0.0525","193.6725","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","NSFT-A040KKFA",PCS,"13,241",USD,"0.0729","965.2689",VND,"1,716.066","22,722,429.906","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","11-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","NSFT-A042KKMZ",PCS,"4,990",USD,"0.1052","524.948",USD,"0.1052","524.948","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A135KKFA",PCS,276,USD,"0.5801","160.1076",USD,"0.5801","160.1076","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","16-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A136KKFA",PCS,309,USD,"0.5716","176.6244",USD,"0.5716","176.6244","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A139KKFA",PCS,445,USD,"0.5992","266.644",USD,"0.5992","266.644","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A140KKFA",PCS,340,USD,"0.4076","138.584",USD,"0.4076","138.584","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","06-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A141KKFA",PCS,272,USD,"0.2325","63.24",USD,"0.2325","63.24","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A142KKFA",PCS,224,USD,"0.3188","71.4112",USD,"0.3188","71.4112","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A143KKFA",PCS,390,USD,"0.2858","111.462",VND,"6,727.732","2,623,815.48","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A146KKFA",PCS,253,USD,"0.7477","189.1681",USD,"0.7477","189.1681","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A147KKFA",PCS,316,USD,"0.5116","161.6656",USD,"0.5116","161.6656","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A148KKFA",PCS,647,USD,"0.3141","203.2227",USD,"0.3141","203.2227","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A149KKFA",PCS,414,USD,"0.3024","125.1936",USD,"0.3024","125.1936","SHARP Manufacturing Vietnam"
"31-01-2023","12-09-2022","SAS_AirCleaner","02-08-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","PBOX-A150KKFA",PCS,192,USD,"0.5379","103.2768",USD,"0.5379","103.2768","SHARP Manufacturing Vietnam"
"31-01-2023","10-01-2023","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A152KKFA",PCS,"2,689",USD,"0.724","1,946.836",USD,"0.724","1,946.836","SHARP Manufacturing Vietnam"
"31-01-2023","10-01-2023","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A153KKFA",PCS,"2,807",USD,"0.419","1,176.133",USD,"0.419","1,176.133","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","08-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A154KKFA",PCS,64,USD,"0.864","55.296",USD,"0.864","55.296","SHARP Manufacturing Vietnam"
"31-01-2023","16-12-2022","SAS_AirCleaner","08-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A155KKFA",PCS,26,USD,"1.0733","27.9058",USD,"1.0733","27.9058","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","08-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBOX-A156KKFA",PCS,163,USD,"1.2097","197.1811",USD,"1.2097","197.1811","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBRK-A024KKFA",PCS,"1,300",USD,"0.0527","68.51",VND,"1,240.558","1,612,725.4","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBRK-A025KKFA",PCS,"1,712",USD,"0.0533","91.2496",VND,"1,254.682","2,148,015.584","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBRK-A026KKFA",PCS,89,USD,"0.0683","6.0787",VND,"1,607.782","143,092.598","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBRK-A027KKFA",PCS,143,USD,"0.0683","9.7669",VND,"1,607.782","229,912.826","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PBRS-A024KKEZ",PCS,"4,835",USD,"0.062","299.77",VND,"1,459.48","7,056,585.8","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","30-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAP-A076KKKZ",PCS,"1,583",USD,"0.3524","557.8492",VND,"8,295.496","13,131,770.168","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAP-A077KKFA",PCS,180,USD,"0.0431","7.758",VND,"1,014.574","182,623.32","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAS-A205KKFA",PCS,241,USD,"1.8536","446.7176",USD,"1.8536","446.7176","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAS-A206KKFA",PCS,160,USD,"1.4767","236.272",USD,"1.4767","236.272","SHARP Manufacturing Vietnam"
"31-01-2023","12-01-2023","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAS-A218KKFA",PCS,346,USD,"5.2579","1,819.2334",USD,"5.2579","1,819.2334","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","04-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAS-A221KKFA",PCS,4,USD,"3.7993","15.1972",USD,"3.7993","15.1972","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","29-11-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","PCAS-A223KKFA",PCS,10,USD,"1.479","14.79",USD,"1.479","14.79","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAS-A224KKFA",PCS,854,USD,"3.7315","3,186.701",VND,"87,839.51","75,014,941.54","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","08-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCAS-A227KKFA",PCS,19,USD,"4.5315","86.0985",USD,"4.5315","86.0985","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","17-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A608KKFA",PCS,545,USD,"0.0612","33.354",USD,"0.0612","33.354","SHARP Manufacturing Vietnam"
"31-01-2023","13-01-2023","SAS_AirCleaner","11-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A608KKFB",PCS,20,USD,"0.0614","1.228",USD,"0.0614","1.228","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","12-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A612KKFA",PCS,290,USD,"1.7509","507.761",USD,"1.7509","507.761","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","07-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A615KKFA",PCS,"5,507",USD,"0.0376","207.0632",USD,"0.0376","207.0632","SHARP Manufacturing Vietnam"
"31-01-2023","14-01-2023","SAS_AirCleaner","04-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A615KKFB",PCS,192,USD,"0.0379","7.2768",USD,"0.0379","7.2768","SHARP Manufacturing Vietnam"
"31-01-2023","15-01-2023","SAS_AirCleaner","14-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A615KKFC",PCS,7,USD,"0.0656","0.4592",USD,"0.0656","0.4592","SHARP Manufacturing Vietnam"
"31-01-2023","18-01-2023","SAS_AirCleaner","09-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A615KKFD",PCS,139,USD,"0.0445","6.1855",USD,"0.0445","6.1855","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","10-11-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A620KKFA",PCS,388,USD,"0.0835","32.398",VND,"1,965.59","762,648.92","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","21-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A622KKFA",PCS,21,USD,"0.0604","1.2684",VND,"1,421.816","29,858.136","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A623KKFA",PCS,9,USD,"0.1848","1.6632",VND,"4,350.192","39,151.728","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","04-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A625KKFA",PCS,11,USD,"3.2483","35.7313",USD,"3.2483","35.7313","SHARP Manufacturing Vietnam"
"31-01-2023","09-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A626KKFA",PCS,60,USD,"0.1049","6.294",VND,"2,469.346","148,160.76","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","30-12-2021","SA01 EXP Warehouse","MTS1001 Material Stock MA","Parts (Purchased parts)","PCOV-A627KKFA",PCS,2,USD,"1.0218","2.0436",USD,"1.0218","2.0436","SHARP Manufacturing Vietnam"
"31-01-2023","10-01-2023","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A629KKFA",PCS,"2,502",USD,"0.079","197.658",USD,"0.079","197.658","SHARP Manufacturing Vietnam"
"31-01-2023","10-01-2023","SAS_AirCleaner","10-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A630KKFA",PCS,"2,733",USD,"0.319","871.827",USD,"0.319","871.827","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","05-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A631KKFA",PCS,317,USD,"0.1109","35.1553",VND,"2,610.586","827,555.762","SHARP Manufacturing Vietnam"
"31-01-2023","28-01-2023","SAS_AirCleaner","02-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A631KKFB",PCS,316,USD,"0.1225","38.71",VND,"2,883.65","911,233.4","SHARP Manufacturing Vietnam"
"31-01-2023","30-01-2023","SAS_AirCleaner","04-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)","PCOV-A633KKFZ",PCS,287,USD,"0.0503","14.4361",USD,"0.0503","14.4361","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","11-11-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",PCOVPA113KKFA,PCS,332,USD,"0.0733","24.3356",VND,"1,725.482","572,860.024","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",PCOVPA114KKFZ,PCS,398,USD,"0.025","9.95",VND,"588.5","234,223.0","SHARP Manufacturing Vietnam"
"31-01-2023","31-01-2023","SAS_AirCleaner","31-01-2023","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",PCOVPA115KKFA,PCS,322,USD,"1.4166","456.1452",VND,"33,346.764","10,737,658.008","SHARP Manufacturing Vietnam"
"31-01-2023","30-12-2022","SAS_AirCleaner","08-12-2022","SA01 EXP Warehouse","MTS1001 Material Stock MA","Product (Purchased goods)",PCOVPA118KKFA,PCS,347,USD,"0.2634","91.3998",USD,"0.2634","91.3998","SHARP Manufacturing Vietnam"
